bin,mz_approx,consistent_sign,median_abs_smd,smd__DRIAMS-A,smd__DRIAMS-C,selected
1412,6236.11,False,0.19426775,0.27163854,-0.11689694,False
5497,18491.11,True,0.19411868,0.25138673,0.13685064,False
2355,9065.11,True,0.1940862,0.317651,0.07052139,False
3981,13943.11,False,0.1940758,0.114605375,-0.27354622,False
2058,8174.11,True,0.19404206,-0.20679614,-0.18128799,False
4334,15002.11,False,0.19403811,0.20588635,-0.18218987,False
5648,18944.11,False,0.1939311,0.13045605,-0.25740618,False
4319,14957.11,True,0.19388998,0.10862301,0.27915692,False
4271,14813.11,True,0.193849,0.25665346,0.13104454,False
2310,8930.11,True,0.19375546,0.05405742,0.3334535,False
1177,5531.11,False,0.19372877,0.17195007,-0.21550746,False
3921,13763.11,True,0.19359607,0.13978703,0.24740508,False
5091,17273.11,False,0.19353406,0.111754805,-0.27531332,False
5089,17267.11,False,0.19333825,0.1560427,-0.23063378,False
5454,18362.11,True,0.19318461,0.19327809,0.19309114,False
5380,18140.11,False,0.19311237,0.15306252,-0.23316222,False
3798,13394.11,False,0.19299418,0.11905032,-0.26693803,False
1383,6149.11,True,0.19294004,0.34238464,0.043495446,False
2880,10640.11,True,0.19293545,0.17534952,0.21052139,False
2575,9725.11,True,0.19292226,-0.10477312,-0.2810714,False
1234,5702.11,False,0.19272515,0.01804079,-0.36740953,False
952,4856.11,False,0.19258936,0.26284164,-0.122337066,False
5705,19115.11,False,0.19258347,0.19321644,-0.19195049,False
2218,8654.11,False,0.19248682,-0.10281746,0.28215617,False
2743,10229.11,True,0.1924835,0.109418444,0.27554855,False
5647,18941.11,False,0.19247445,0.14049706,-0.24445185,False
183,2549.1099999999997,False,0.19246468,-0.33904207,0.04588729,False
5507,18521.11,False,0.19232073,0.11913867,-0.2655028,False
838,4514.11,True,0.19231637,-0.33634517,-0.048287578,False
4773,16319.11,True,0.19228883,0.23053528,0.15404238,False
5268,17804.11,True,0.19226655,0.15122019,0.23331292,False
3954,13862.11,False,0.19222616,0.18032731,-0.204125,False
3061,11183.11,True,0.19220991,0.18993661,0.19448322,False
552,3656.1099999999997,False,0.19219807,0.11471489,-0.26968125,False
4821,16463.11,False,0.19217923,0.054791003,-0.32956746,False
3257,11771.11,False,0.19214348,0.16152261,-0.22276436,False
4332,14996.11,True,0.19207577,0.2153836,0.16876794,False
3179,11537.11,True,0.19199917,-0.19415243,-0.18984589,False
2415,9245.11,True,0.19199456,0.13141134,0.25257778,False
599,3797.1099999999997,True,0.19182417,-0.18243717,-0.20121117,False
1235,5705.11,False,0.1918217,0.0055137286,-0.37812966,False
840,4520.11,True,0.19180214,-0.24394293,-0.13966136,False
398,3194.1099999999997,True,0.19179359,0.17282848,0.21075869,False
5917,19751.11,False,0.19168018,0.17142262,-0.21193774,False
4269,14807.11,True,0.19164261,0.15162863,0.23165661,False
4392,15176.11,True,0.19154127,-0.12383509,-0.25924745,False
181,2543.1099999999997,False,0.19150603,-0.05699779,0.32601425,False
2664,9992.11,True,0.19142152,0.09416311,0.28867993,False
1764,7292.11,True,0.19138718,-0.12351684,-0.25925753,False
4123,14369.11,False,0.19136232,0.19681463,-0.18591002,False
5480,18440.11,True,0.19133332,0.19137168,0.19129497,False
5733,19199.11,True,0.19127741,0.10699878,0.27555606,False
639,3917.1099999999997,True,0.19116014,-0.043682948,-0.33863735,False
2902,10706.11,True,0.19110018,0.18480946,0.1973909,False
1973,7919.11,False,0.19106692,0.10900523,-0.27312863,False
1776,7328.11,False,0.19095176,0.10269074,-0.27921277,False
4767,16301.11,False,0.19079643,0.10825264,-0.27334023,False
1280,5840.11,True,0.19079098,0.23004924,0.15153272,False
5418,18254.11,True,0.19067515,0.120671146,0.26067916,False
4117,14351.11,False,0.19058987,0.0811799,-0.29999986,False
2593,9779.11,False,0.19052607,0.21196364,-0.1690885,False
2568,9704.11,True,0.19050588,0.3726675,0.008344255,False
2233,8699.11,True,0.19047673,0.101774804,0.27917865,False
4903,16709.11,False,0.19040588,0.15373343,-0.22707833,False
5439,18317.11,False,0.19039117,0.20006987,-0.18071246,False
4242,14726.11,False,0.19038403,0.1946718,-0.18609627,False
1526,6578.11,True,0.19032048,-0.043717537,-0.33692342,False
1214,5642.11,False,0.19025415,0.12697236,-0.25353596,False
5861,19583.11,True,0.19024417,0.18630707,0.19418126,False
3276,11828.11,False,0.1902409,0.110642545,-0.26983926,False
4716,16148.11,True,0.1902352,0.20794299,0.1725274,False
1608,6824.11,True,0.1902349,-0.08362593,-0.29684386,False
2422,9266.11,False,0.19022341,0.019921305,-0.36052552,False
4478,15434.11,False,0.19019702,0.21620582,-0.16418824,False
5739,19217.11,True,0.1901742,0.13047192,0.2498765,False
3975,13925.11,False,0.19017375,0.1722836,-0.2080639,False
1293,5879.11,True,0.19009423,-0.13491398,-0.24527447,False
2482,9446.11,False,0.1900525,0.076369084,-0.3037359,False
5459,18377.11,True,0.1898682,0.18659408,0.19314231,False
4550,15650.11,False,0.18978795,0.17394562,-0.20563029,False
1599,6797.11,True,0.18969592,-0.18070744,-0.19868441,False
283,2849.1099999999997,False,0.18965639,0.32286716,-0.05644564,False
5599,18797.11,True,0.18961939,0.15073532,0.22850345,False
5064,17192.11,False,0.18959862,0.17400303,-0.20519422,False
3412,12236.11,False,0.18949434,0.1953642,-0.18362449,False
484,3452.1099999999997,True,0.1894832,0.14804767,0.2309187,False
2988,10964.11,True,0.18945926,0.068313584,0.31060493,False
859,4577.11,False,0.18944332,-0.2197519,0.15913475,False
4188,14564.11,True,0.18939984,0.21844445,0.16035521,False
4943,16829.11,True,0.18926615,0.21373728,0.164795,False
1108,5324.11,True,0.18921332,-0.2119619,-0.16646475,False
4287,14861.11,True,0.18919921,0.09537714,0.28302127,False
3368,12104.11,False,0.18903354,0.16838954,-0.20967755,False
610,3830.1099999999997,False,0.18891776,0.15544212,-0.22239338,False
2249,8747.11,True,0.18885712,0.14396544,0.23374881,False
26,2078.1099999999997,False,0.1887835,-0.30160186,0.075965144,False
2384,9152.11,False,0.18878068,-0.23085468,0.14670669,False
5275,17825.11,True,0.1887461,0.12854467,0.2489475,False
4192,14576.11,True,0.18862449,0.14053641,0.23671256,False
4351,15053.11,True,0.18861577,-0.24057794,-0.1366536,False
4490,15470.11,True,0.18860316,-0.05521523,-0.3219911,False
2133,8399.11,False,0.188443,0.185662,-0.19122402,False
3994,13982.11,True,0.18822753,0.13838734,0.23806772,False
2856,10568.11,True,0.1880856,0.080152296,0.2960189,False
3700,13100.11,True,0.1880218,-0.19077413,-0.18526946,False
5525,18575.11,False,0.18799177,0.19293678,-0.18304676,False
3856,13568.11,True,0.18786524,-0.12031776,-0.25541273,False
2208,8624.11,False,0.18781975,0.09781532,-0.2778242,False
5626,18878.11,True,0.18778178,0.20828667,0.16727689,False
1831,7493.11,True,0.18777807,0.21979477,0.15576138,False
2848,10544.11,True,0.18774691,0.2011951,0.17429873,False
514,3542.1099999999997,True,0.18770614,0.25174996,0.123662315,False
5322,17966.11,False,0.18768083,0.17633486,-0.1990268,False
4038,14114.11,False,0.18766215,0.119359456,-0.25596485,False
479,3437.1099999999997,False,0.18760091,-0.07571708,0.29948473,False
5663,18989.11,False,0.18746927,0.11274416,-0.2621944,False
2109,8327.11,True,0.18744913,0.17460234,0.20029593,False
178,2534.1099999999997,True,0.18744278,-0.2233105,-0.15157507,False
2351,9053.11,True,0.18737832,0.20697539,0.16778123,False
2921,10763.11,True,0.18717165,0.18318257,0.19116074,False
5678,19034.11,True,0.18713814,0.12415801,0.2501183,False
5637,18911.11,True,0.1870668,0.16601336,0.20812024,False
2303,8909.11,True,0.18705314,-0.17376247,-0.2003438,False
3630,12890.11,False,0.18703759,0.24871352,-0.12536164,False
4938,16814.11,True,0.18702619,0.13559338,0.23845899,False
491,3473.1099999999997,False,0.18702117,-0.062131837,0.31191048,False
4347,15041.11,False,0.18698175,-0.17216927,0.20179424,False
4122,14366.11,False,0.18688227,0.13684765,-0.2369169,False
1575,6725.11,False,0.1868793,0.06888507,-0.30487353,False
2693,10079.11,True,0.18687692,-0.19989394,-0.17385991,False
3237,11711.11,False,0.18682897,0.161229,-0.21242896,False
348,3044.1099999999997,True,0.1868256,0.11613019,0.257521,False
4931,16793.11,False,0.18675682,0.20184559,-0.17166807,False
3345,12035.11,True,0.18674633,0.11046141,0.26303124,False
1834,7502.11,True,0.1867458,0.21844725,0.15504433,False
2837,10511.11,True,0.18657957,-0.1930774,-0.18008174,False
1219,5657.11,True,0.18656495,-0.1928698,-0.18026012,False
863,4589.11,True,0.18655288,-0.19564584,-0.17745991,False
4333,14999.11,True,0.18653387,0.13770533,0.23536243,False
4575,15725.11,False,0.18652879,0.086277716,-0.28677985,False
4756,16268.11,True,0.18652694,0.10540563,0.26764825,False
3363,12089.11,True,0.18647791,0.096069224,0.2768866,False
1187,5561.11,True,0.1864426,0.26640534,0.106479846,False
5443,18329.11,False,0.18631662,0.13957821,-0.23305504,False
1256,5768.11,True,0.18627322,-0.2114068,-0.16113964,False
598,3794.1099999999997,True,0.18622601,-0.20223255,-0.17021948,False
129,2387.1099999999997,True,0.1861896,-0.32902622,-0.043352995,False
1431,6293.11,False,0.1860841,0.046961077,-0.32520714,False
3053,11159.11,True,0.18607208,-0.031672757,-0.34047142,False
2783,10349.11,True,0.1860495,0.044136457,0.32796255,False
2726,10178.11,True,0.18595159,-0.2346149,-0.13728827,False
2996,10988.11,False,0.18590423,0.059036184,-0.31277227,False
5023,17069.11,False,0.18582445,0.20114109,-0.17050783,False
4600,15800.11,True,0.18577439,0.11495188,0.2565969,False
1231,5693.11,True,0.18575545,0.19286928,0.17864162,False
739,4217.11,True,0.18575186,0.2604317,0.111072004,False
3895,13685.11,False,0.18571472,0.15585916,-0.21557029,False
4144,14432.11,True,0.18564266,0.11260997,0.25867534,False
4355,15065.11,True,0.18561241,-0.1981372,-0.17308761,False
4318,14954.11,True,0.18551323,0.02390019,0.34712628,False
2116,8348.11,True,0.18548313,0.31691685,0.05404939,False
1571,6713.11,True,0.18543018,-0.08338717,-0.2874732,False
3668,13004.11,True,0.18541227,0.18799874,0.1828258,False
5477,18431.11,False,0.18539529,0.15559909,-0.21519148,False
5405,18215.11,True,0.18537727,0.15146434,0.21929021,False
1461,6383.11,False,0.18516713,-0.03540755,0.33492672,False
548,3644.1099999999997,True,0.18515542,-0.072334886,-0.29797596,False
2579,9737.11,True,0.18512078,-0.031647366,-0.3385942,False
5295,17885.11,True,0.18510526,0.101601586,0.26860896,False
797,4391.11,True,0.18506381,-0.24411981,-0.1260078,False
5772,19316.11,True,0.18501936,0.12675011,0.2432886,False
3418,12254.11,False,0.18500996,0.19737099,-0.17264894,False
5339,18017.11,True,0.18497506,0.15138716,0.21856295,False
1294,5882.11,True,0.18491283,-0.09256681,-0.27725884,False
1189,5567.11,False,0.18487123,0.30060238,-0.06914007,False
5352,18056.11,False,0.18485355,0.117151625,-0.2525555,False
992,4976.11,True,0.18473066,-0.0030670336,-0.36639428,False
2857,10571.11,True,0.1846313,0.061912484,0.30735013,False
1190,5570.11,False,0.18453602,0.26184678,-0.10722527,False
1743,7229.11,True,0.18434316,-0.1680066,-0.2006797,False
672,4016.1099999999997,True,0.18434165,0.27714258,0.091540724,False
182,2546.1099999999997,False,0.18428013,-0.264589,0.103971235,False
4748,16244.11,True,0.18419203,0.07908853,0.28929552,False
85,2255.1099999999997,True,0.18411218,-0.35813886,-0.010085502,False
1803,7409.11,True,0.18409109,-0.12536082,-0.24282137,False
3324,11972.11,False,0.1840562,0.19975832,-0.16835405,False
5015,17045.11,False,0.1840562,0.14835781,-0.21975456,False
4735,16205.11,True,0.18404372,0.064101845,0.3039856,False
5557,18671.11,False,0.18384066,0.17485933,-0.19282198,False
3151,11453.11,True,0.18372166,-0.14200155,-0.22544178,False
2305,8915.11,True,0.1837072,-0.24840358,-0.11901083,False
4207,14621.11,True,0.18366435,0.14084853,0.22648017,False
4013,14039.11,True,0.18358377,0.17408054,0.193087,False
3435,12305.11,True,0.18352747,0.19479468,0.17226025,False
4231,14693.11,True,0.18347962,0.16562489,0.20133436,False
4052,14156.11,True,0.18345553,0.18225648,0.18465458,False
2412,9236.11,True,0.18344937,0.08506002,0.28183872,False
3725,13175.11,True,0.18338385,0.14924774,0.21751997,False
5498,18494.11,True,0.18320605,0.23720333,0.12920879,False
5179,17537.11,False,0.18310034,0.15682028,-0.2093804,False
4999,16997.11,False,0.18307301,0.16389307,-0.20225294,False
2691,10073.11,True,0.18306208,-0.21973985,-0.14638428,False
1145,5435.11,True,0.18305142,0.33352208,0.032580767,False
4551,15653.11,False,0.18303342,0.18226197,-0.18380487,False
1050,5150.11,True,0.18301713,-0.0839644,-0.28206986,False
2684,10052.11,True,0.18284543,-0.12305034,-0.24264053,False
3653,12959.11,False,0.18282016,0.15819637,-0.20744394,False
1963,7889.11,True,0.18277413,0.13767445,0.22787379,False
2418,9254.11,True,0.18267131,0.15758906,0.20775354,False
321,2963.1099999999997,True,0.18264711,-0.31882358,-0.04647065,False
821,4463.11,True,0.18250753,-0.17920545,-0.18580961,False
5409,18227.11,False,0.18248436,0.17034818,-0.19462052,False
5010,17030.11,False,0.18247256,0.21523844,-0.14970668,False
554,3662.1099999999997,False,0.18245521,0.13569723,-0.2292132,False
1732,7196.11,True,0.18244563,0.35690963,0.007981615,False
3255,11765.11,False,0.18224418,0.17958075,-0.18490763,False
4924,16772.11,True,0.18224043,0.10433943,0.26014143,False
2369,9107.11,True,0.18202576,0.16777803,0.1962735,False
2994,10982.11,False,0.18196413,0.07459368,-0.2893346,False
42,2126.1099999999997,True,0.18193191,-0.24811344,-0.115750395,False
2067,8201.11,False,0.1818057,0.085406974,-0.27820444,False
3524,12572.11,False,0.18173051,0.17729193,-0.1861691,False
4257,14771.11,False,0.18171602,0.14569412,-0.21773793,False
5616,18848.11,True,0.18171306,0.18991198,0.17351414,False
2877,10631.11,False,0.18169992,0.015994243,-0.34740558,False
1554,6662.11,False,0.18166739,0.068764724,-0.29457006,False
406,3218.1099999999997,True,0.18154973,-0.20872056,-0.15437889,False
3502,12506.11,True,0.1815456,0.07366845,0.28942275,False
5656,18968.11,True,0.18151754,0.16289753,0.20013757,False
3263,11789.11,True,0.18149526,0.13929933,0.2236912,False
1896,7688.11,True,0.18149391,0.25623178,0.10675602,False
5301,17903.11,False,0.18148136,0.15787789,-0.20508485,False
14,2042.11,False,0.18146516,0.124938644,-0.23799169,False
4510,15530.11,False,0.18136084,0.19247408,-0.1702476,False
3992,13976.11,True,0.18132836,0.16307695,0.19957975,False
726,4178.11,False,0.18119635,0.3346092,-0.027783494,False
4891,16673.11,False,0.18118638,0.1675153,-0.19485745,False
4261,14783.11,True,0.18118563,0.11136226,0.25100902,False
5299,17897.11,True,0.18109453,0.20092407,0.16126499,False
4937,16811.11,True,0.18108648,0.16131483,0.20085813,False
4978,16934.11,False,0.18108639,0.24053161,-0.121641174,False
496,3488.1099999999997,True,0.18098691,-0.18990912,-0.17206469,False
5704,19112.11,False,0.18095803,0.16278449,-0.19913158,False
2134,8402.11,True,0.18085508,0.29127565,0.0704345,False
3103,11309.11,True,0.18084905,0.21876962,0.14292845,False
5306,17918.11,True,0.18081376,0.16775595,0.19387157,False
2035,8105.11,True,0.18080735,-0.11445816,-0.24715653,False
4281,14843.11,True,0.18079442,0.1673384,0.19425045,False
1195,5585.11,True,0.18072581,0.053525724,0.3079259,False
4354,15062.11,True,0.18067083,-0.19922319,-0.16211848,False
5808,19424.11,True,0.18062407,0.116681054,0.24456707,False
5916,19748.11,False,0.18061587,0.16588515,-0.19534658,False
3029,11087.11,True,0.18056676,0.13522844,0.22590508,False
5066,17198.11,False,0.1805112,0.16811816,-0.19290423,False
2366,9098.11,True,0.18043867,0.017064322,0.343813,False
5012,17036.11,False,0.1804116,0.22583127,-0.13499194,False
5617,18851.11,True,0.18040657,0.1425564,0.21825673,False
5983,19949.11,False,0.18023881,0.09446137,-0.26601627,False
4427,15281.11,True,0.18021764,0.023949264,0.336486,False
5863,19589.11,True,0.18016225,0.15893343,0.20139107,False
3398,12194.11,True,0.18015239,0.22184992,0.13845484,False
3942,13826.11,True,0.18014355,0.15140527,0.20888183,False
4146,14438.11,True,0.18012905,0.11030898,0.24994913,False
3016,11048.11,False,0.17990565,0.091341875,-0.26846942,False
3478,12434.11,False,0.1798707,0.09266803,-0.26707336,False
5059,17177.11,False,0.17983048,0.21415256,-0.1455084,False
752,4256.11,False,0.17966563,0.20915703,-0.15017423,False
2982,10946.11,False,0.17965993,0.27806556,-0.08125431,False
1158,5474.11,False,0.17962144,-0.08622136,0.27302152,False
5360,18080.11,True,0.17960295,0.17128573,0.18792018,False
127,2381.1099999999997,False,0.17959832,-0.18829308,0.17090355,False
425,3275.1099999999997,False,0.17956308,-0.16799101,0.19113515,False
2473,9419.11,False,0.17952967,0.21758254,-0.14147678,False
132,2396.1099999999997,False,0.17948759,-0.19635065,0.16262452,False
5419,18257.11,True,0.1794838,0.14936113,0.20960647,False
4582,15746.11,True,0.17943889,0.059298746,0.29957902,False
4291,14873.11,False,0.17943484,0.21219012,-0.14667955,False
2546,9638.11,True,0.17930418,-0.10203508,-0.2565733,False
4552,15656.11,False,0.17922954,0.16697048,-0.19148861,False
2545,9635.11,True,0.17921881,-0.09565397,-0.26278365,False
2440,9320.11,True,0.17919165,0.09651686,0.26186645,False
2672,10016.11,True,0.17910115,0.28525215,0.07295015,False
494,3482.1099999999997,True,0.17897576,-0.1859453,-0.17200623,False
4774,16322.11,True,0.17895451,0.19087718,0.16703182,False
5615,18845.11,True,0.17882356,0.1838978,0.17374933,False
3959,13877.11,True,0.17881377,0.18605068,0.17157686,False
1740,7220.11,True,0.17877936,0.08246209,0.27509665,False
3160,11480.11,True,0.17875803,0.17130512,0.18621095,False
102,2306.1099999999997,True,0.1786173,-0.1597247,-0.19750988,False
141,2423.1099999999997,True,0.17861032,0.020184925,0.33703572,False
458,3374.1099999999997,True,0.17859563,-0.17822777,-0.17896351,False
5395,18185.11,True,0.17857954,0.061422452,0.2957366,False
2540,9620.11,True,0.17853984,0.18680249,0.1702772,False
1464,6392.11,True,0.17852923,0.1656994,0.19135909,False
5769,19307.11,True,0.17849933,0.11769537,0.23930329,False
5915,19745.11,False,0.17841053,0.13751881,-0.21930224,False
1892,7676.11,False,0.17836216,0.21826877,-0.13845557,False
3485,12455.11,False,0.17828177,0.10557041,-0.25099313,False
5250,17750.11,True,0.17826316,0.11421421,0.2423121,False
1940,7820.11,False,0.17825222,0.17971087,-0.17679359,False
1547,6641.11,True,0.17812917,-0.080826566,-0.27543178,False
5264,17792.11,True,0.17798282,0.14691615,0.2090495,False
2602,9806.11,True,0.17785119,-0.05685715,-0.29884523,False
10,2030.11,True,0.17782927,-0.22956142,-0.12609713,False
5789,19367.11,True,0.17781922,0.15281475,0.20282368,False
1346,6038.11,False,0.17777576,0.10194489,-0.25360662,False
988,4964.11,True,0.17776503,-0.033915427,-0.32161462,False
3400,12200.11,True,0.17770007,0.09671276,0.25868738,False
2531,9593.11,True,0.17765613,0.34613413,0.009178138,False
3396,12188.11,True,0.17761011,0.19690652,0.1583137,False
1244,5732.11,True,0.1776062,-0.10518913,-0.25002325,False
1593,6779.11,True,0.17743027,-0.210648,-0.14421253,False
3012,11036.11,False,0.17726037,0.04391925,-0.3106015,False
4786,16358.11,True,0.17719573,0.15270929,0.20168217,False
34,2102.1099999999997,True,0.17718737,-0.3315182,-0.022856528,False
3298,11894.11,True,0.17715885,0.14416096,0.21015674,False
1677,7031.11,True,0.1771355,-0.15299392,-0.20127709,False
525,3575.1099999999997,True,0.17704375,0.10411575,0.24997176,False
1807,7421.11,True,0.17702107,-0.286228,-0.06781414,False
487,3461.1099999999997,True,0.1770167,0.15207729,0.20195611,False
2836,10508.11,True,0.1769785,-0.19299336,-0.16096365,False
3011,11033.11,False,0.17690405,0.07997397,-0.27383414,False
190,2570.1099999999997,False,0.17688692,-0.14379258,0.20998125,False
1099,5297.11,True,0.17688495,0.20949827,0.14427161,False
3969,13907.11,False,0.17680201,0.14337477,-0.21022926,False
5090,17270.11,False,0.17675553,0.1098717,-0.24363936,False
3043,11129.11,True,0.17673713,0.15542625,0.19804801,False
4910,16730.11,False,0.17672172,0.11850975,-0.23493369,False
3656,12968.11,True,0.17649992,0.23850423,0.114495605,False
531,3593.1099999999997,False,0.17645937,0.21067216,-0.1422466,False
4650,15950.11,False,0.17644875,0.22879986,-0.12409764,False
4911,16733.11,False,0.1763955,0.11354063,-0.23925039,False
1788,7364.11,False,0.17634052,0.10551717,-0.24716386,False
1868,7604.11,False,0.17630862,0.18448624,-0.168131,False
3574,12722.11,False,0.17626135,0.088785596,-0.2637371,False
4381,15143.11,True,0.17625394,-0.17767379,-0.17483412,False
4162,14486.11,True,0.17622676,-0.106537625,-0.24591589,False
417,3251.1099999999997,True,0.17602915,-0.24577357,-0.10628474,False
1347,6041.11,False,0.17600627,0.14442414,-0.2075884,False
2488,9464.11,True,0.1759896,0.11267714,0.23930205,False
3335,12005.11,True,0.17596684,0.11407006,0.23786363,False
1748,7244.11,True,0.17595226,-0.16770934,-0.18419519,False
2674,10022.11,False,0.17593497,0.28362668,-0.06824328,False
1036,5108.11,True,0.17591578,0.23232381,0.11950775,False
13,2039.11,True,0.17585059,-0.123393394,-0.22830778,False
94,2282.1099999999997,False,0.17578804,-0.25769722,0.09387886,False
5734,19202.11,True,0.17570247,0.12427362,0.2271313,False
4668,16004.11,False,0.17561829,0.14782123,-0.20341536,False
5056,17168.11,False,0.17561121,0.26535514,-0.085867286,False
651,3953.1099999999997,False,0.17553449,0.13376717,-0.2173018,False
3490,12470.11,True,0.17549092,0.1803036,0.17067823,False
2066,8198.11,False,0.17548464,0.02142736,-0.32954192,False
3348,12044.11,True,0.17541046,0.12404286,0.22677808,False
428,3284.1099999999997,True,0.1753051,-0.1117882,-0.23882198,False
983,4949.11,True,0.17522606,-0.15481542,-0.19563672,False
4833,16499.11,True,0.17521955,0.12241933,0.22801977,False
4868,16604.11,True,0.17521308,0.18107593,0.16935024,False
3823,13469.11,True,0.17520599,0.16623135,0.18418063,False
4996,16988.11,False,0.1750892,0.23169704,-0.11848136,False
4025,14075.11,True,0.17508912,0.08731979,0.26285845,False
2800,10400.11,False,0.17506418,0.16458407,-0.18554428,False
5332,17996.11,False,0.17503846,0.14884645,-0.20123045,False
4113,14339.11,True,0.1749805,0.18886304,0.16109797,False
3581,12743.11,True,0.17493418,0.18495366,0.16491468,False
2144,8432.11,False,0.17491174,0.16531545,-0.18450801,False
5256,17768.11,False,0.17491171,0.16168837,-0.18813504,False
4290,14870.11,True,0.17473638,0.11692464,0.2325481,False
1947,7841.11,True,0.17462824,0.18519108,0.1640654,False
4751,16253.11,True,0.1745764,0.13185814,0.21729466,False
2744,10232.11,True,0.17454332,0.10958928,0.23949735,False
4352,15056.11,True,0.17453814,-0.22130853,-0.12776776,False
3227,11681.11,True,0.17436859,0.09376784,0.25496936,False
3579,12737.11,True,0.17435482,0.21243404,0.1362756,False
2963,10889.11,True,0.17433958,0.2723986,0.07628056,False
3453,12359.11,False,0.17430273,0.16141757,-0.18718787,False
702,4106.11,True,0.17429927,0.124540046,0.22405848,False
1224,5672.11,True,0.17418838,0.16993105,0.1784457,False
4835,16505.11,True,0.174166,0.15808143,0.19025058,False
1433,6299.11,False,0.17407532,0.040608983,-0.30754167,False
2115,8345.11,True,0.17406724,0.25462392,0.09351057,False
5589,18767.11,True,0.17403126,0.12769428,0.22036825,False
2210,8630.11,False,0.17399845,0.04387431,-0.30412257,False
1090,5270.11,True,0.17398837,-0.056872506,-0.29110423,False
3214,11642.11,False,0.17395881,0.027531974,-0.32038563,False
2707,10121.11,True,0.17395228,-0.19539359,-0.15251097,False
5242,17726.11,True,0.17393629,0.14427647,0.20359612,False
5650,18950.11,False,0.17382345,0.15440321,-0.19324368,False
2387,9161.11,False,0.17381436,-0.116454564,0.23117414,False
1893,7679.11,False,0.1737868,0.3086707,-0.03890292,False
4687,16061.11,True,0.17369999,0.03799986,0.3094001,False
1660,6980.11,True,0.17369011,-0.19232342,-0.1550568,False
215,2645.1099999999997,True,0.17368892,0.13391809,0.21345976,False
4547,15641.11,False,0.1736266,0.23047596,-0.116777256,False
5317,17951.11,True,0.17359182,0.19902119,0.14816244,False
393,3179.1099999999997,True,0.1735154,-0.10678891,-0.24024187,False
3791,13373.11,True,0.17349903,0.11392426,0.2330738,False
3957,13871.11,False,0.17347506,0.11750978,-0.22944033,False
1744,7232.11,True,0.17345683,-0.15401039,-0.19290328,False
3277,11831.11,False,0.17337954,0.121594734,-0.22516434,False
1055,5165.11,True,0.17328748,-0.25013834,-0.09643662,False
1070,5210.11,False,0.17321852,0.08710306,-0.25933397,False
167,2501.1099999999997,False,0.17321634,0.2025611,-0.14387159,False
2211,8633.11,True,0.1731965,-0.0030154795,-0.3433775,False
1846,7538.11,True,0.17316875,-0.22537003,-0.120967455,False
5859,19577.11,True,0.1730271,0.13979647,0.20625773,False
346,3038.1099999999997,False,0.17295364,-0.028674787,0.3172325,False
673,4019.1099999999997,True,0.1729486,0.20035857,0.14553864,False
228,2684.1099999999997,False,0.17286462,-0.08324051,0.26248872,False
1085,5255.11,True,0.17281662,-0.24835561,-0.09727762,False
2213,8639.11,True,0.17254429,-0.04038159,-0.304707,False
888,4664.11,True,0.17238866,-0.08623088,-0.25854644,False
1775,7325.11,False,0.17236587,0.1190947,-0.22563706,False
2532,9596.11,True,0.1722673,0.34267154,0.0018630518,False
486,3458.1099999999997,True,0.17226024,0.14542718,0.1990933,False
5107,17321.11,True,0.17214298,0.15951645,0.18476953,False
4075,14225.11,False,0.17209691,0.1495432,-0.19465064,False
2595,9785.11,False,0.1720327,0.105684206,-0.23838119,False
5406,18218.11,True,0.17198122,0.17820944,0.16575298,False
3488,12464.11,True,0.17194736,0.14754461,0.19635011,False
4350,15050.11,True,0.17187318,-0.22547302,-0.11827334,False
611,3833.1099999999997,False,0.17183764,0.24520648,-0.09846882,False
467,3401.1099999999997,True,0.1718238,-0.17804265,-0.16560493,False
3000,11000.11,True,0.1718159,0.070895605,0.2727362,False
5660,18980.11,False,0.17180555,0.13055636,-0.21305473,False
4385,15155.11,True,0.17180413,-0.12916832,-0.21443996,False
732,4196.11,True,0.17179047,-0.040757902,-0.30282304,False
3334,12002.11,True,0.17178255,0.13770431,0.2058608,False
4141,14423.11,False,0.17177583,0.13547885,-0.20807281,False
3914,13742.11,True,0.1717387,0.19100715,0.15247025,False
3854,13562.11,True,0.17173074,-0.15296456,-0.19049692,False
5209,17627.11,True,0.17165843,0.14472108,0.19859576,False
5330,17990.11,False,0.17155811,0.21692638,-0.12618984,False
2307,8921.11,False,0.17153227,-0.13797373,0.20509084,False
2876,10628.11,False,0.17152445,0.028246066,-0.31480283,False
5403,18209.11,True,0.17150857,0.15200426,0.19101287,False
5298,17894.11,True,0.17150594,0.17083466,0.17217723,False
3161,11483.11,True,0.1714462,0.16126493,0.18162748,False
71,2213.1099999999997,True,0.17142409,0.22188298,0.120965205,False
2801,10403.11,False,0.17122656,0.20497972,-0.13747339,False
2372,9116.11,True,0.17121595,0.1846143,0.15781762,False
4383,15149.11,True,0.17120971,-0.119720645,-0.22269876,False
5624,18872.11,True,0.17120156,0.1775083,0.16489483,False
2993,10979.11,False,0.17117408,0.08106126,-0.2612869,False
2534,9602.11,True,0.1710951,0.27572355,0.06646667,False
3658,12974.11,False,0.17109367,0.113927804,-0.22825955,False
2321,8963.11,True,0.17104392,0.07383358,0.26825425,False
1419,6257.11,True,0.17103787,0.21585406,0.12622167,False
5562,18686.11,True,0.17101339,0.08744546,0.2545813,False
2942,10826.11,True,0.17094493,0.14140275,0.20048712,False
