site,species,drug,n,n_direncli,direnc_orani,n_tur_toplam,eksiklik_orani
DRIAMS-B,Staphylococcus aureus,Oxacillin,346,21.0,0.06069364161849711,353,0.019830028328611915
DRIAMS-B,Staphylococcus epidermidis,Amoxicillin-Clavulanic acid,220,129.0,0.5863636363636363,239,0.07949790794979084
DRIAMS-B,Staphylococcus epidermidis,Cefepime,220,129.0,0.5863636363636363,239,0.07949790794979084
DRIAMS-B,Staphylococcus epidermidis,Ciprofloxacin,220,94.0,0.42727272727272725,239,0.07949790794979084
DRIAMS-B,Staphylococcus epidermidis,Gentamicin,220,59.0,0.2681818181818182,239,0.07949790794979084
DRIAMS-B,Staphylococcus epidermidis,Levofloxacin,220,94.0,0.42727272727272725,239,0.07949790794979084
DRIAMS-B,Staphylococcus epidermidis,Oxacillin,220,129.0,0.5863636363636363,239,0.07949790794979084
DRIAMS-B,Staphylococcus epidermidis,Cotrimoxazol,218,57.0,0.26146788990825687,239,0.08786610878661083
DRIAMS-B,Staphylococcus epidermidis,Fusidic acid,218,101.0,0.463302752293578,239,0.08786610878661083
DRIAMS-B,Staphylococcus epidermidis,Clindamycin,216,89.0,0.41203703703703703,239,0.09623430962343094
DRIAMS-B,Staphylococcus epidermidis,Erythromycin,216,97.0,0.44907407407407407,239,0.09623430962343094
DRIAMS-B,Escherichia coli,Amoxicillin-Clavulanic acid,213,76.0,0.3568075117370892,213,0.0
DRIAMS-B,Escherichia coli,Ampicillin,213,136.0,0.6384976525821596,213,0.0
DRIAMS-B,Escherichia coli,Cefepime,213,43.0,0.20187793427230047,213,0.0
DRIAMS-B,Escherichia coli,Cefoxitin,213,27.0,0.1267605633802817,213,0.0
DRIAMS-B,Escherichia coli,Ceftazidime,213,45.0,0.2112676056338028,213,0.0
DRIAMS-B,Escherichia coli,Ceftriaxone,213,45.0,0.2112676056338028,213,0.0
DRIAMS-B,Escherichia coli,Cefuroxime,213,54.0,0.2535211267605634,213,0.0
DRIAMS-B,Escherichia coli,Ciprofloxacin,213,59.0,0.27699530516431925,213,0.0
DRIAMS-B,Escherichia coli,Cotrimoxazol,213,66.0,0.30985915492957744,213,0.0
DRIAMS-B,Escherichia coli,Gentamicin,213,27.0,0.1267605633802817,213,0.0
DRIAMS-B,Escherichia coli,Norfloxacin,213,72.0,0.3380281690140845,213,0.0
DRIAMS-B,Escherichia coli,Piperacillin-Tazobactam,213,49.0,0.2300469483568075,213,0.0
DRIAMS-B,Escherichia coli,Amikacin,205,12.0,0.05853658536585366,213,0.03755868544600938
DRIAMS-B,Enterococcus faecalis,Ciprofloxacin,172,14.0,0.08139534883720931,172,0.0
DRIAMS-B,Enterococcus faecalis,Levofloxacin,172,14.0,0.08139534883720931,172,0.0
DRIAMS-B,Staphylococcus epidermidis,Tetracycline,172,29.0,0.1686046511627907,239,0.2803347280334728
DRIAMS-B,Enterococcus faecalis,Gentamicin_high_level,166,27.0,0.16265060240963855,172,0.03488372093023251
DRIAMS-B,Klebsiella pneumoniae,Amoxicillin-Clavulanic acid,152,24.0,0.15789473684210525,152,0.0
DRIAMS-B,Klebsiella pneumoniae,Cefepime,152,18.0,0.11842105263157894,152,0.0
DRIAMS-B,Klebsiella pneumoniae,Cefoxitin,152,17.0,0.1118421052631579,152,0.0
DRIAMS-B,Klebsiella pneumoniae,Ceftazidime,152,18.0,0.11842105263157894,152,0.0
DRIAMS-B,Klebsiella pneumoniae,Ceftriaxone,152,18.0,0.11842105263157894,152,0.0
DRIAMS-B,Klebsiella pneumoniae,Cefuroxime,152,31.0,0.20394736842105263,152,0.0
DRIAMS-B,Klebsiella pneumoniae,Ciprofloxacin,152,22.0,0.14473684210526316,152,0.0
DRIAMS-B,Klebsiella pneumoniae,Cotrimoxazol,152,12.0,0.07894736842105263,152,0.0
DRIAMS-B,Klebsiella pneumoniae,Fosfomycin,152,28.0,0.18421052631578946,152,0.0
DRIAMS-B,Klebsiella pneumoniae,Norfloxacin,152,29.0,0.19078947368421054,152,0.0
DRIAMS-B,Klebsiella pneumoniae,Piperacillin-Tazobactam,151,32.0,0.2119205298013245,152,0.006578947368421018
DRIAMS-B,Pseudomonas aeruginosa,Ciprofloxacin,142,16.0,0.11267605633802817,142,0.0
DRIAMS-B,Pseudomonas aeruginosa,Piperacillin-Tazobactam,142,12.0,0.08450704225352113,142,0.0
DRIAMS-B,Pseudomonas aeruginosa,Imipenem,139,15.0,0.1079136690647482,142,0.021126760563380254
DRIAMS-B,Pseudomonas aeruginosa,Amikacin,135,9.0,0.06666666666666667,142,0.04929577464788737
DRIAMS-B,Pseudomonas aeruginosa,Meropenem,129,10.0,0.07751937984496124,142,0.09154929577464788
DRIAMS-C,Escherichia coli,Ceftriaxone,916,151.0,0.1648471615720524,927,0.011866235167206085
DRIAMS-C,Escherichia coli,Ceftazidime,915,146.0,0.15956284153005465,927,0.012944983818770184
DRIAMS-C,Escherichia coli,Gentamicin,911,93.0,0.10208562019758508,927,0.017259978425027023
DRIAMS-C,Escherichia coli,Cefuroxime,909,188.0,0.2068206820682068,927,0.01941747572815533
DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,902,230.0,0.2549889135254989,927,0.02696871628910469
DRIAMS-C,Escherichia coli,Cotrimoxazole,896,304.0,0.3392857142857143,927,0.033441208198489725
DRIAMS-C,Escherichia coli,Ciprofloxacin,889,191.0,0.21484814398200225,927,0.04099244875943908
DRIAMS-C,Escherichia coli,Ampicillin,884,544.0,0.6153846153846154,927,0.04638619201726002
DRIAMS-C,Staphylococcus aureus,Amoxicillin-Clavulanic acid,738,41.0,0.05555555555555555,738,0.0
DRIAMS-C,Staphylococcus aureus,Ampicillin,738,547.0,0.7411924119241192,738,0.0
DRIAMS-C,Staphylococcus aureus,Oxacillin,738,41.0,0.05555555555555555,738,0.0
DRIAMS-C,Staphylococcus aureus,Penicillin,738,547.0,0.7411924119241192,738,0.0
DRIAMS-C,Staphylococcus aureus,Clarithromycin,651,91.0,0.13978494623655913,738,0.11788617886178865
DRIAMS-C,Staphylococcus aureus,Clindamycin,651,79.0,0.12135176651305683,738,0.11788617886178865
DRIAMS-C,Escherichia coli,Piperacillin-Tazobactam,623,52.0,0.08346709470304976,927,0.32793959007551243
DRIAMS-C,Escherichia coli,Cefepime,622,126.0,0.20257234726688103,927,0.32901833872707664
DRIAMS-C,Escherichia coli,Fosfomycin,471,38.0,0.08067940552016985,927,0.49190938511326865
DRIAMS-C,Escherichia coli,Norfloxacin,446,122.0,0.273542600896861,927,0.5188781014023732
DRIAMS-C,Klebsiella pneumoniae,Ceftriaxone,366,55.0,0.15027322404371585,366,0.0
DRIAMS-C,Klebsiella pneumoniae,Ciprofloxacin,366,48.0,0.13114754098360656,366,0.0
DRIAMS-C,Klebsiella pneumoniae,Cotrimoxazole,366,74.0,0.20218579234972678,366,0.0
DRIAMS-C,Klebsiella pneumoniae,Gentamicin,366,23.0,0.06284153005464481,366,0.0
DRIAMS-C,Klebsiella pneumoniae,Amoxicillin-Clavulanic acid,365,54.0,0.14794520547945206,366,0.002732240437158473
DRIAMS-C,Klebsiella pneumoniae,Ceftazidime,365,57.0,0.15616438356164383,366,0.002732240437158473
DRIAMS-C,Klebsiella pneumoniae,Cefuroxime,360,63.0,0.175,366,0.016393442622950838
DRIAMS-C,Pseudomonas aeruginosa,Amikacin,357,19.0,0.05322128851540616,357,0.0
DRIAMS-C,Pseudomonas aeruginosa,Cefepime,357,34.0,0.09523809523809523,357,0.0
DRIAMS-C,Pseudomonas aeruginosa,Ceftazidime,357,32.0,0.0896358543417367,357,0.0
DRIAMS-C,Pseudomonas aeruginosa,Ciprofloxacin,357,33.0,0.09243697478991597,357,0.0
DRIAMS-C,Pseudomonas aeruginosa,Gentamicin,357,27.0,0.07563025210084033,357,0.0
DRIAMS-C,Pseudomonas aeruginosa,Imipenem,357,31.0,0.08683473389355742,357,0.0
DRIAMS-C,Pseudomonas aeruginosa,Piperacillin-Tazobactam,357,32.0,0.0896358543417367,357,0.0
DRIAMS-C,Klebsiella pneumoniae,Fosfomycin,230,196.0,0.8521739130434782,366,0.3715846994535519
DRIAMS-C,Klebsiella pneumoniae,Nitrofurantoin,230,29.0,0.12608695652173912,366,0.3715846994535519
DRIAMS-C,Klebsiella pneumoniae,Norfloxacin,230,30.0,0.13043478260869565,366,0.3715846994535519
DRIAMS-C,Proteus mirabilis,Amoxicillin-Clavulanic acid,220,14.0,0.06363636363636363,220,0.0
DRIAMS-C,Proteus mirabilis,Ampicillin,220,96.0,0.43636363636363634,220,0.0
DRIAMS-C,Proteus mirabilis,Ceftriaxone,220,16.0,0.07272727272727272,220,0.0
DRIAMS-C,Proteus mirabilis,Cefuroxime,220,11.0,0.05,220,0.0
DRIAMS-C,Proteus mirabilis,Ciprofloxacin,220,24.0,0.10909090909090909,220,0.0
DRIAMS-C,Proteus mirabilis,Cotrimoxazole,220,80.0,0.36363636363636365,220,0.0
DRIAMS-C,Proteus mirabilis,Gentamicin,220,26.0,0.11818181818181818,220,0.0
DRIAMS-C,Klebsiella pneumoniae,Cefepime,185,53.0,0.2864864864864865,366,0.49453551912568305
DRIAMS-C,Klebsiella pneumoniae,Piperacillin-Tazobactam,184,39.0,0.21195652173913043,366,0.4972677595628415
DRIAMS-C,Enterobacter cloacae,Ceftazidime,170,44.0,0.25882352941176473,170,0.0
DRIAMS-C,Enterobacter cloacae,Ceftriaxone,170,46.0,0.27058823529411763,170,0.0
DRIAMS-C,Enterobacter cloacae,Cefuroxime,170,68.0,0.4,170,0.0
DRIAMS-C,Enterobacter cloacae,Cotrimoxazole,170,9.0,0.052941176470588235,170,0.0
DRIAMS-C,Klebsiella oxytoca,Amoxicillin-Clavulanic acid,132,15.0,0.11363636363636363,132,0.0
DRIAMS-C,Klebsiella oxytoca,Ceftriaxone,132,13.0,0.09848484848484848,132,0.0
DRIAMS-C,Klebsiella oxytoca,Cefuroxime,132,14.0,0.10606060606060606,132,0.0
DRIAMS-C,Proteus mirabilis,Fosfomycin,131,31.0,0.2366412213740458,220,0.40454545454545454
DRIAMS-C,Proteus mirabilis,Norfloxacin,131,21.0,0.16030534351145037,220,0.40454545454545454
DRIAMS-C,Citrobacter koseri,Amoxicillin-Clavulanic acid,119,8.0,0.06722689075630252,119,0.0
DRIAMS-C,Citrobacter koseri,Cefuroxime,119,21.0,0.17647058823529413,119,0.0
DRIAMS-C,Enterobacter cloacae,Cefepime,114,15.0,0.13157894736842105,170,0.3294117647058824
DRIAMS-C,Enterobacter cloacae,Piperacillin-Tazobactam,114,37.0,0.32456140350877194,170,0.3294117647058824
DRIAMS-C,Proteus mirabilis,Cefepime,105,11.0,0.10476190476190476,220,0.5227272727272727
DRIAMS-C,Proteus mirabilis,Imipenem,105,6.0,0.05714285714285714,220,0.5227272727272727
DRIAMS-C,Proteus mirabilis,Piperacillin-Tazobactam,105,6.0,0.05714285714285714,220,0.5227272727272727
DRIAMS-D,Staphylococcus aureus,Ciprofloxacin,2161,138.0,0.06385932438685793,2174,0.005979760809567636
DRIAMS-D,Klebsiella pneumoniae,Amoxicillin-Clavulanic acid,2151,142.0,0.06601580660158066,2151,0.0
DRIAMS-D,Klebsiella pneumoniae,Cefepime,2151,109.0,0.050674105067410505,2151,0.0
DRIAMS-D,Klebsiella pneumoniae,Ceftazidime,2151,120.0,0.05578800557880056,2151,0.0
DRIAMS-D,Klebsiella pneumoniae,Ceftriaxone,2151,123.0,0.05718270571827057,2151,0.0
DRIAMS-D,Klebsiella pneumoniae,Fosfomycin,2151,432.0,0.200836820083682,2151,0.0
DRIAMS-D,Klebsiella pneumoniae,Piperacillin-Tazobactam,2148,223.0,0.10381750465549348,2151,0.001394700139469962
DRIAMS-D,Klebsiella pneumoniae,Ciprofloxacin,2102,168.0,0.07992388201712655,2151,0.022780102278010195
DRIAMS-D,Escherichia coli,Cefepime,1996,153.0,0.07665330661322645,2013,0.008445106805762492
DRIAMS-D,Escherichia coli,Gentamicin,1996,160.0,0.08016032064128256,2013,0.008445106805762492
DRIAMS-D,Escherichia coli,Ceftazidime,1995,186.0,0.09323308270676692,2013,0.008941877794336861
DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,1994,332.0,0.16649949849548645,2013,0.009438648782911119
DRIAMS-D,Escherichia coli,Ceftriaxone,1994,198.0,0.09929789368104312,2013,0.009438648782911119
DRIAMS-D,Escherichia coli,Ampicillin,1992,923.0,0.46335341365461846,2013,0.010432190760059634
DRIAMS-D,Escherichia coli,Ciprofloxacin,1939,371.0,0.19133574007220217,2013,0.03676105315449574
DRIAMS-D,Staphylococcus aureus,Erythromycin,1735,344.0,0.19827089337175793,2174,0.20193192272309113
DRIAMS-D,Staphylococcus aureus,Penicillin,1530,1344.0,0.8784313725490196,2174,0.29622815087396503
DRIAMS-D,Proteus mirabilis,Amoxicillin-Clavulanic acid,623,42.0,0.06741573033707865,623,0.0
DRIAMS-D,Proteus mirabilis,Ampicillin,623,182.0,0.29213483146067415,623,0.0
DRIAMS-D,Proteus mirabilis,Fosfomycin,623,80.0,0.12841091492776885,623,0.0
DRIAMS-D,Proteus mirabilis,Gentamicin,623,61.0,0.09791332263242375,623,0.0
DRIAMS-D,Proteus mirabilis,Ciprofloxacin,621,120.0,0.1932367149758454,623,0.0032102728731941976
DRIAMS-D,Proteus mirabilis,Imipenem,594,210.0,0.35353535353535354,623,0.0465489566613162
DRIAMS-D,Enterobacter cloacae,Amoxicillin-Clavulanic acid,426,354.0,0.8309859154929577,426,0.0
DRIAMS-D,Enterobacter cloacae,Cefepime,426,40.0,0.09389671361502347,426,0.0
DRIAMS-D,Enterobacter cloacae,Ceftazidime,426,93.0,0.21830985915492956,426,0.0
DRIAMS-D,Enterobacter cloacae,Ertapenem,426,47.0,0.11032863849765258,426,0.0
DRIAMS-D,Enterobacter cloacae,Fosfomycin,426,211.0,0.4953051643192488,426,0.0
DRIAMS-D,Enterobacter cloacae,Ampicillin,425,368.0,0.8658823529411764,426,0.0023474178403756207
DRIAMS-D,Enterobacter cloacae,Ceftriaxone,425,92.0,0.2164705882352941,426,0.0023474178403756207
DRIAMS-D,Enterobacter cloacae,Piperacillin-Tazobactam,425,94.0,0.2211764705882353,426,0.0023474178403756207
DRIAMS-D,Staphylococcus epidermidis,Fosfomycin,372,36.0,0.0967741935483871,374,0.005347593582887722
DRIAMS-D,Staphylococcus epidermidis,Tetracycline,372,147.0,0.3951612903225806,374,0.005347593582887722
DRIAMS-D,Staphylococcus epidermidis,Ciprofloxacin,371,181.0,0.48787061994609165,374,0.008021390374331583
DRIAMS-D,Staphylococcus epidermidis,Gentamicin,371,122.0,0.3288409703504043,374,0.008021390374331583
DRIAMS-D,Citrobacter koseri,Piperacillin-Tazobactam,348,19.0,0.05459770114942529,349,0.002865329512893977
DRIAMS-D,Staphylococcus epidermidis,Penicillin,336,287.0,0.8541666666666666,374,0.10160427807486627
DRIAMS-D,Pseudomonas aeruginosa,Ceftazidime,327,28.0,0.0856269113149847,362,0.09668508287292821
DRIAMS-D,Pseudomonas aeruginosa,Piperacillin-Tazobactam,314,34.0,0.10828025477707007,362,0.13259668508287292
DRIAMS-D,Pseudomonas aeruginosa,Ciprofloxacin,310,46.0,0.14838709677419354,362,0.14364640883977897
DRIAMS-D,Pseudomonas aeruginosa,Imipenem,297,35.0,0.11784511784511785,362,0.1795580110497238
DRIAMS-D,Staphylococcus aureus,Daptomycin,273,19.0,0.0695970695970696,2174,0.87442502299908
DRIAMS-D,Staphylococcus epidermidis,Erythromycin,257,176.0,0.6848249027237354,374,0.3128342245989305
DRIAMS-D,Pseudomonas aeruginosa,Colistin,247,14.0,0.05668016194331984,362,0.31767955801104975
DRIAMS-D,Pseudomonas aeruginosa,Piperacillin,247,33.0,0.13360323886639677,362,0.31767955801104975
DRIAMS-D,Pseudomonas aeruginosa,Meropenem,240,27.0,0.1125,362,0.3370165745856354
DRIAMS-D,Enterobacter aerogenes,Amoxicillin-Clavulanic acid,239,197.0,0.8242677824267782,239,0.0
DRIAMS-D,Enterobacter aerogenes,Ampicillin,239,159.0,0.6652719665271967,239,0.0
DRIAMS-D,Enterobacter aerogenes,Ceftazidime,239,42.0,0.17573221757322174,239,0.0
DRIAMS-D,Enterobacter aerogenes,Ceftriaxone,239,38.0,0.1589958158995816,239,0.0
DRIAMS-D,Enterobacter aerogenes,Fosfomycin,239,37.0,0.15481171548117154,239,0.0
DRIAMS-D,Enterobacter aerogenes,Piperacillin-Tazobactam,239,49.0,0.20502092050209206,239,0.0
DRIAMS-D,Pseudomonas aeruginosa,Ticarcillin-Clavulan acid,230,102.0,0.4434782608695652,362,0.3646408839779005
DRIAMS-D,Pseudomonas aeruginosa,Aztreonam,224,22.0,0.09821428571428571,362,0.3812154696132597
DRIAMS-D,Pseudomonas aeruginosa,Ticarcillin,224,158.0,0.7053571428571429,362,0.3812154696132597
DRIAMS-D,Staphylococcus saprophyticus,Tetracycline,200,24.0,0.12,200,0.0
DRIAMS-D,Citrobacter freundii,Ceftazidime,199,44.0,0.22110552763819097,200,0.0050000000000000044
DRIAMS-D,Citrobacter freundii,Ceftriaxone,199,43.0,0.21608040201005024,200,0.0050000000000000044
DRIAMS-D,Citrobacter freundii,Amoxicillin-Clavulanic acid,198,108.0,0.5454545454545454,200,0.010000000000000009
DRIAMS-D,Citrobacter freundii,Ampicillin,198,85.0,0.4292929292929293,200,0.010000000000000009
DRIAMS-D,Citrobacter freundii,Piperacillin-Tazobactam,193,38.0,0.19689119170984457,200,0.03500000000000003
DRIAMS-D,Staphylococcus saprophyticus,Erythromycin,172,92.0,0.5348837209302325,200,0.14
DRIAMS-D,Enterococcus faecium,Ampicillin,171,141.0,0.8245614035087719,171,0.0
DRIAMS-D,Enterococcus faecium,Ampicillin-Sulbactam,171,139.0,0.8128654970760234,171,0.0
DRIAMS-D,Enterococcus faecium,Imipenem,171,152.0,0.8888888888888888,171,0.0
DRIAMS-D,Serratia marcescens,Amoxicillin-Clavulanic acid,168,140.0,0.8333333333333334,168,0.0
DRIAMS-D,Serratia marcescens,Ampicillin,168,146.0,0.8690476190476191,168,0.0
DRIAMS-D,Serratia marcescens,Fosfomycin,168,19.0,0.1130952380952381,168,0.0
DRIAMS-D,Serratia marcescens,Ciprofloxacin,167,13.0,0.07784431137724551,168,0.005952380952380931
DRIAMS-D,Morganella morganii,Gentamicin,160,11.0,0.06875,160,0.0
DRIAMS-D,Morganella morganii,Amoxicillin-Clavulanic acid,159,149.0,0.9371069182389937,160,0.006249999999999978
DRIAMS-D,Morganella morganii,Ceftazidime,159,10.0,0.06289308176100629,160,0.006249999999999978
DRIAMS-D,Morganella morganii,Ciprofloxacin,159,18.0,0.11320754716981132,160,0.006249999999999978
DRIAMS-D,Morganella morganii,Fosfomycin,159,147.0,0.9245283018867925,160,0.006249999999999978
DRIAMS-D,Morganella morganii,Imipenem,158,39.0,0.2468354430379747,160,0.012499999999999956
DRIAMS-D,Pseudomonas aeruginosa,Levofloxacin,133,40.0,0.3007518796992481,362,0.6325966850828729
DRIAMS-D,Proteus vulgaris,Ertapenem,117,7.0,0.05982905982905983,117,0.0
DRIAMS-D,Proteus vulgaris,Ampicillin,116,110.0,0.9482758620689655,117,0.008547008547008517
DRIAMS-D,Proteus vulgaris,Fosfomycin,116,15.0,0.12931034482758622,117,0.008547008547008517
DRIAMS-D,Proteus vulgaris,Gentamicin,116,10.0,0.08620689655172414,117,0.008547008547008517
DRIAMS-D,Proteus vulgaris,Imipenem,110,89.0,0.8090909090909091,117,0.05982905982905984
DRIAMS-D,Staphylococcus lugdunensis,Fosfomycin,109,11.0,0.10091743119266056,110,0.009090909090909038
DRIAMS-D,Staphylococcus aureus,Clindamycin,108,40.0,0.37037037037037035,2174,0.9503219871205152
DRIAMS-D,Staphylococcus epidermidis,Clindamycin,104,69.0,0.6634615384615384,374,0.7219251336898396
