site,species,drug,n,n_direncli,direnc_orani,n_tur_toplam,eksiklik_orani
DRIAMS-A,Gemella haemolysans,Vancomycin,8,0.0,0.0,68,0.8823529411764706
DRIAMS-A,Haemophilus parahaemolyticus,Cefuroxime,8,2.0,0.25,121,0.9338842975206612
DRIAMS-A,Haemophilus parahaemolyticus,Penicillin,8,0.0,0.0,121,0.9338842975206612
DRIAMS-A,Klebsiella pneumoniae,Aztreonam,8,5.0,0.625,3921,0.9979597041571028
DRIAMS-A,MIX!Aeromonas veronii,Piperacillin-Tazobactam,8,2.0,0.25,18,0.5555555555555556
DRIAMS-A,MIX!Enterobacter ludwigii,Amikacin,8,0.0,0.0,10,0.19999999999999996
DRIAMS-A,MIX!Enterobacter ludwigii,Amoxicillin-Clavulanic acid,8,8.0,1.0,10,0.19999999999999996
DRIAMS-A,MIX!Enterobacter ludwigii,Ampicillin-Amoxicillin,8,8.0,1.0,10,0.19999999999999996
DRIAMS-A,MIX!Enterobacter ludwigii,Cefepime,8,0.0,0.0,10,0.19999999999999996
DRIAMS-A,MIX!Enterobacter ludwigii,Ceftazidime,8,6.0,0.75,10,0.19999999999999996
DRIAMS-A,MIX!Enterobacter ludwigii,Ceftriaxone,8,6.0,0.75,10,0.19999999999999996
DRIAMS-A,MIX!Enterobacter ludwigii,Ciprofloxacin,8,0.0,0.0,10,0.19999999999999996
DRIAMS-A,MIX!Enterobacter ludwigii,Colistin,8,0.0,0.0,10,0.19999999999999996
DRIAMS-A,MIX!Enterobacter ludwigii,Cotrimoxazole,8,0.0,0.0,10,0.19999999999999996
DRIAMS-A,MIX!Enterobacter ludwigii,Ertapenem,8,0.0,0.0,10,0.19999999999999996
DRIAMS-A,MIX!Enterobacter ludwigii,Imipenem,8,0.0,0.0,10,0.19999999999999996
DRIAMS-A,MIX!Enterobacter ludwigii,Levofloxacin,8,0.0,0.0,10,0.19999999999999996
DRIAMS-A,MIX!Enterobacter ludwigii,Meropenem,8,0.0,0.0,10,0.19999999999999996
DRIAMS-A,MIX!Enterobacter ludwigii,Piperacillin-Tazobactam,8,1.0,0.125,10,0.19999999999999996
DRIAMS-A,MIX!Enterobacter ludwigii,Tobramycin,8,0.0,0.0,10,0.19999999999999996
DRIAMS-A,MIX!Haemophilus influenzae,Amoxicillin,8,3.0,0.375,135,0.9407407407407408
DRIAMS-A,MIX!Pasteurella multocida,Amoxicillin,8,0.0,0.0,13,0.3846153846153846
DRIAMS-A,Neisseria meningitidis,Ceftriaxone,8,0.0,0.0,68,0.8823529411764706
DRIAMS-A,Neisseria meningitidis,Ciprofloxacin,8,3.0,0.375,68,0.8823529411764706
DRIAMS-A,Pandoraea sputorum,Cefepime,8,8.0,1.0,8,0.0
DRIAMS-A,Pandoraea sputorum,Ciprofloxacin,8,8.0,1.0,8,0.0
DRIAMS-A,Pandoraea sputorum,Cotrimoxazole,8,0.0,0.0,8,0.0
DRIAMS-A,Pandoraea sputorum,Meropenem,8,8.0,1.0,8,0.0
DRIAMS-A,Pandoraea sputorum,Piperacillin-Tazobactam,8,1.0,0.125,8,0.0
DRIAMS-A,Peptoniphilus coxii,Clindamycin,8,4.0,0.5,30,0.7333333333333334
DRIAMS-A,Proteus hauseri,Cefpodoxime,8,2.0,0.25,53,0.8490566037735849
DRIAMS-A,Proteus hauseri,Fosfomycin-Trometamol,8,0.0,0.0,53,0.8490566037735849
DRIAMS-A,Proteus hauseri,Norfloxacin,8,0.0,0.0,53,0.8490566037735849
DRIAMS-A,Pseudomonas alcaligenes,Cefepime,8,0.0,0.0,10,0.19999999999999996
DRIAMS-A,Pseudomonas alcaligenes,Ciprofloxacin,8,0.0,0.0,10,0.19999999999999996
DRIAMS-A,Pseudomonas alcaligenes,Colistin,8,0.0,0.0,10,0.19999999999999996
DRIAMS-A,Pseudomonas alcaligenes,Meropenem,8,0.0,0.0,10,0.19999999999999996
DRIAMS-A,Pseudomonas alcaligenes,Piperacillin-Tazobactam,8,0.0,0.0,10,0.19999999999999996
DRIAMS-A,Pseudomonas alcaligenes,Tobramycin,8,0.0,0.0,10,0.19999999999999996
DRIAMS-A,Pseudomonas fluorescens,Cefepime,8,0.0,0.0,12,0.33333333333333337
DRIAMS-A,Pseudomonas fluorescens,Ciprofloxacin,8,0.0,0.0,12,0.33333333333333337
DRIAMS-A,Pseudomonas fluorescens,Colistin,8,0.0,0.0,12,0.33333333333333337
DRIAMS-A,Pseudomonas fluorescens,Meropenem,8,0.0,0.0,12,0.33333333333333337
DRIAMS-A,Pseudomonas fluorescens,Piperacillin-Tazobactam,8,0.0,0.0,12,0.33333333333333337
DRIAMS-A,Pseudomonas fluorescens,Tobramycin,8,0.0,0.0,12,0.33333333333333337
DRIAMS-A,Rhizobium radiobacter,Cefepime,8,0.0,0.0,34,0.7647058823529411
DRIAMS-A,Rhizobium radiobacter,Ciprofloxacin,8,0.0,0.0,34,0.7647058823529411
DRIAMS-A,Rhizobium radiobacter,Cotrimoxazole,8,0.0,0.0,34,0.7647058823529411
DRIAMS-A,Rhizobium radiobacter,Meropenem,8,0.0,0.0,34,0.7647058823529411
DRIAMS-A,Rhizobium radiobacter,Piperacillin-Tazobactam,8,2.0,0.25,34,0.7647058823529411
DRIAMS-A,Rothia aeria,Ceftriaxone,8,0.0,0.0,15,0.4666666666666667
DRIAMS-A,Rothia aeria,Ciprofloxacin,8,2.0,0.25,15,0.4666666666666667
DRIAMS-A,Rothia aeria,Penicillin,8,0.0,0.0,15,0.4666666666666667
DRIAMS-A,Staphylococcus pasteuri,Amoxicillin-Clavulanic acid,8,0.0,0.0,35,0.7714285714285715
DRIAMS-A,Staphylococcus pasteuri,Ampicillin-Amoxicillin,8,8.0,1.0,35,0.7714285714285715
DRIAMS-A,Staphylococcus pasteuri,Cefazolin,8,0.0,0.0,35,0.7714285714285715
DRIAMS-A,Staphylococcus pasteuri,Cefepime,8,0.0,0.0,35,0.7714285714285715
DRIAMS-A,Staphylococcus pasteuri,Ceftriaxone,8,0.0,0.0,35,0.7714285714285715
DRIAMS-A,Staphylococcus pasteuri,Cefuroxime,8,0.0,0.0,35,0.7714285714285715
DRIAMS-A,Staphylococcus pasteuri,Ciprofloxacin,8,0.0,0.0,35,0.7714285714285715
DRIAMS-A,Staphylococcus pasteuri,Clindamycin,8,0.0,0.0,35,0.7714285714285715
DRIAMS-A,Staphylococcus pasteuri,Cotrimoxazole,8,0.0,0.0,35,0.7714285714285715
DRIAMS-A,Staphylococcus pasteuri,Daptomycin,8,0.0,0.0,35,0.7714285714285715
DRIAMS-A,Staphylococcus pasteuri,Erythromycin,8,1.0,0.125,35,0.7714285714285715
DRIAMS-A,Staphylococcus pasteuri,Fusidic acid,8,6.0,0.75,35,0.7714285714285715
DRIAMS-A,Staphylococcus pasteuri,Gentamicin,8,0.0,0.0,35,0.7714285714285715
DRIAMS-A,Staphylococcus pasteuri,Imipenem,8,0.0,0.0,35,0.7714285714285715
DRIAMS-A,Staphylococcus pasteuri,Linezolid,8,0.0,0.0,35,0.7714285714285715
DRIAMS-A,Staphylococcus pasteuri,Meropenem,8,0.0,0.0,35,0.7714285714285715
DRIAMS-A,Staphylococcus pasteuri,Oxacillin,8,0.0,0.0,35,0.7714285714285715
DRIAMS-A,Staphylococcus pasteuri,Penicillin,8,8.0,1.0,35,0.7714285714285715
DRIAMS-A,Staphylococcus pasteuri,Piperacillin-Tazobactam,8,0.0,0.0,35,0.7714285714285715
DRIAMS-A,Staphylococcus pasteuri,Rifampicin,8,0.0,0.0,35,0.7714285714285715
DRIAMS-A,Staphylococcus pasteuri,Teicoplanin,8,1.0,0.125,35,0.7714285714285715
DRIAMS-A,Staphylococcus pasteuri,Tetracycline,8,0.0,0.0,35,0.7714285714285715
DRIAMS-A,Staphylococcus pasteuri,Tigecycline,8,0.0,0.0,35,0.7714285714285715
DRIAMS-A,Staphylococcus pasteuri,Vancomycin,8,0.0,0.0,35,0.7714285714285715
DRIAMS-A,Staphylococcus pseudintermedius,Cefoxitin_screen,8,1.0,0.125,33,0.7575757575757576
DRIAMS-A,Streptococcus pseudopneumoniae,Penicillin,8,1.0,0.125,58,0.8620689655172413
DRIAMS-A,Turicella otitidis,Erythromycin,8,3.0,0.375,92,0.9130434782608696
DRIAMS-A,Turicella otitidis,Gentamicin,8,0.0,0.0,92,0.9130434782608696
DRIAMS-A,Turicella otitidis,Meropenem,8,0.0,0.0,92,0.9130434782608696
DRIAMS-A,Yersinia enterocolitica,Amoxicillin-Clavulanic acid,8,8.0,1.0,15,0.4666666666666667
DRIAMS-A,Yersinia enterocolitica,Ceftriaxone,8,0.0,0.0,15,0.4666666666666667
DRIAMS-A,Yersinia enterocolitica,Ciprofloxacin,8,0.0,0.0,15,0.4666666666666667
DRIAMS-A,Yersinia enterocolitica,Cotrimoxazole,8,0.0,0.0,15,0.4666666666666667
DRIAMS-A,Yersinia enterocolitica,Levofloxacin,8,0.0,0.0,15,0.4666666666666667
DRIAMS-A,Yersinia enterocolitica,Tobramycin,8,0.0,0.0,15,0.4666666666666667
DRIAMS-A,Acinetobacter johnsonii,Ciprofloxacin,7,0.0,0.0,36,0.8055555555555556
DRIAMS-A,Acinetobacter johnsonii,Cotrimoxazole,7,0.0,0.0,36,0.8055555555555556
DRIAMS-A,Acinetobacter johnsonii,Meropenem,7,0.0,0.0,36,0.8055555555555556
DRIAMS-A,Acinetobacter ursingii,Cefepime,7,2.0,0.2857142857142857,78,0.9102564102564102
DRIAMS-A,Actinomyces turicensis,Amoxicillin-Clavulanic acid,7,0.0,0.0,363,0.9807162534435262
DRIAMS-A,Actinomyces turicensis,Imipenem,7,0.0,0.0,363,0.9807162534435262
DRIAMS-A,Alcaligenes faecalis,Cefepime,7,4.0,0.5714285714285714,34,0.7941176470588236
DRIAMS-A,Alcaligenes faecalis,Ciprofloxacin,7,3.0,0.42857142857142855,34,0.7941176470588236
DRIAMS-A,Alcaligenes faecalis,Cotrimoxazole,7,0.0,0.0,34,0.7941176470588236
DRIAMS-A,Alcaligenes faecalis,Meropenem,7,0.0,0.0,34,0.7941176470588236
DRIAMS-A,Alcaligenes faecalis,Piperacillin-Tazobactam,7,0.0,0.0,34,0.7941176470588236
DRIAMS-A,Anaerococcus murdochii,Clindamycin,7,1.0,0.14285714285714285,72,0.9027777777777778
DRIAMS-A,Anaerococcus murdochii,Moxifloxacin,7,0.0,0.0,72,0.9027777777777778
DRIAMS-A,Anaerococcus sp,Levofloxacin,7,7.0,1.0,32,0.78125
DRIAMS-A,Anaerococcus vaginalis,Penicillin,7,0.0,0.0,132,0.946969696969697
DRIAMS-A,Bacteroides fragilis,Clindamycin,7,3.0,0.42857142857142855,427,0.9836065573770492
DRIAMS-A,Bacteroides vulgatus,Amoxicillin-Clavulanic acid,7,0.0,0.0,90,0.9222222222222223
DRIAMS-A,Bacteroides vulgatus,Metronidazole,7,0.0,0.0,90,0.9222222222222223
DRIAMS-A,Bacteroides vulgatus,Piperacillin-Tazobactam,7,4.0,0.5714285714285714,90,0.9222222222222223
DRIAMS-A,Burkholderia cenocepacia,Cotrimoxazole,7,0.0,0.0,8,0.125
DRIAMS-A,Burkholderia cepacia_Group,Ceftazidime,7,0.0,0.0,21,0.6666666666666667
DRIAMS-A,Burkholderia cepacia_Group,Levofloxacin,7,0.0,0.0,21,0.6666666666666667
DRIAMS-A,Burkholderia cepacia_Group,Meropenem,7,0.0,0.0,21,0.6666666666666667
DRIAMS-A,Butyricimonas virosa,Ciprofloxacin,7,7.0,1.0,10,0.30000000000000004
DRIAMS-A,Butyricimonas virosa,Meropenem,7,0.0,0.0,10,0.30000000000000004
DRIAMS-A,Butyricimonas virosa,Metronidazole,7,0.0,0.0,10,0.30000000000000004
DRIAMS-A,Butyricimonas virosa,Piperacillin-Tazobactam,7,7.0,1.0,10,0.30000000000000004
DRIAMS-A,Campylobacter concisus,Ceftriaxone,7,7.0,1.0,49,0.8571428571428572
DRIAMS-A,Campylobacter concisus,Ciprofloxacin,7,7.0,1.0,49,0.8571428571428572
DRIAMS-A,Campylobacter concisus,Clindamycin,7,0.0,0.0,49,0.8571428571428572
DRIAMS-A,Campylobacter concisus,Erythromycin,7,0.0,0.0,49,0.8571428571428572
DRIAMS-A,Campylobacter concisus,Meropenem,7,7.0,1.0,49,0.8571428571428572
DRIAMS-A,Campylobacter concisus,Metronidazole,7,0.0,0.0,49,0.8571428571428572
DRIAMS-A,Campylobacter concisus,Piperacillin-Tazobactam,7,7.0,1.0,49,0.8571428571428572
DRIAMS-A,Corynebacterium amycolatum,Daptomycin,7,0.0,0.0,397,0.982367758186398
DRIAMS-A,Corynebacterium lipophile_group_F1,Ceftriaxone,7,0.0,0.0,58,0.8793103448275862
DRIAMS-A,Corynebacterium lipophile_group_F1,Ciprofloxacin,7,1.0,0.14285714285714285,58,0.8793103448275862
DRIAMS-A,Corynebacterium lipophile_group_F1,Penicillin,7,5.0,0.7142857142857143,58,0.8793103448275862
DRIAMS-A,Corynebacterium lipophile_group_F1,Vancomycin,7,0.0,0.0,58,0.8793103448275862
DRIAMS-A,Corynebacterium propinquum,Erythromycin,7,7.0,1.0,89,0.9213483146067416
DRIAMS-A,Corynebacterium propinquum,Meropenem,7,0.0,0.0,89,0.9213483146067416
DRIAMS-A,Dermabacter hominis,Clindamycin,7,7.0,1.0,266,0.9736842105263158
DRIAMS-A,Dialister pneumosintes,Metronidazole,7,0.0,0.0,30,0.7666666666666666
DRIAMS-A,Dialister pneumosintes,Moxifloxacin,7,0.0,0.0,30,0.7666666666666666
DRIAMS-A,Eggerthella lenta,Clindamycin,7,3.0,0.42857142857142855,116,0.9396551724137931
DRIAMS-A,Enterococcus faecalis,Cotrimoxazole,7,2.0,0.2857142857142857,4418,0.998415572657311
DRIAMS-A,Escherichia hermannii,Amikacin,7,0.0,0.0,17,0.5882352941176471
DRIAMS-A,Escherichia hermannii,Amoxicillin-Clavulanic acid,7,2.0,0.2857142857142857,17,0.5882352941176471
DRIAMS-A,Escherichia hermannii,Ampicillin-Amoxicillin,7,7.0,1.0,17,0.5882352941176471
DRIAMS-A,Escherichia hermannii,Cefepime,7,2.0,0.2857142857142857,17,0.5882352941176471
DRIAMS-A,Escherichia hermannii,Ceftazidime,7,2.0,0.2857142857142857,17,0.5882352941176471
DRIAMS-A,Escherichia hermannii,Ceftriaxone,7,2.0,0.2857142857142857,17,0.5882352941176471
DRIAMS-A,Escherichia hermannii,Ciprofloxacin,7,2.0,0.2857142857142857,17,0.5882352941176471
DRIAMS-A,Escherichia hermannii,Colistin,7,0.0,0.0,17,0.5882352941176471
DRIAMS-A,Escherichia hermannii,Cotrimoxazole,7,2.0,0.2857142857142857,17,0.5882352941176471
DRIAMS-A,Escherichia hermannii,Ertapenem,7,0.0,0.0,17,0.5882352941176471
DRIAMS-A,Escherichia hermannii,Imipenem,7,0.0,0.0,17,0.5882352941176471
DRIAMS-A,Escherichia hermannii,Levofloxacin,7,2.0,0.2857142857142857,17,0.5882352941176471
DRIAMS-A,Escherichia hermannii,Meropenem,7,0.0,0.0,17,0.5882352941176471
DRIAMS-A,Escherichia hermannii,Piperacillin-Tazobactam,7,2.0,0.2857142857142857,17,0.5882352941176471
DRIAMS-A,Escherichia hermannii,Tobramycin,7,2.0,0.2857142857142857,17,0.5882352941176471
DRIAMS-A,Kingella oralis,Amoxicillin,7,0.0,0.0,10,0.30000000000000004
DRIAMS-A,Kingella oralis,Amoxicillin-Clavulanic acid,7,0.0,0.0,10,0.30000000000000004
DRIAMS-A,Kingella oralis,Clindamycin,7,7.0,1.0,10,0.30000000000000004
DRIAMS-A,Kingella oralis,Cotrimoxazole,7,0.0,0.0,10,0.30000000000000004
DRIAMS-A,Kingella oralis,Moxifloxacin,7,0.0,0.0,10,0.30000000000000004
DRIAMS-A,Klebsiella pneumoniae,Fosfomycin,7,2.0,0.2857142857142857,3921,0.9982147411374649
DRIAMS-A,Kluyvera ascorbata,Cefepime,7,0.0,0.0,20,0.65
DRIAMS-A,Kluyvera ascorbata,Ciprofloxacin,7,0.0,0.0,20,0.65
DRIAMS-A,Kluyvera ascorbata,Cotrimoxazole,7,0.0,0.0,20,0.65
DRIAMS-A,Kluyvera ascorbata,Meropenem,7,0.0,0.0,20,0.65
DRIAMS-A,Kluyvera ascorbata,Piperacillin-Tazobactam,7,0.0,0.0,20,0.65
DRIAMS-A,Lactobacillus paracasei,Ceftriaxone,7,7.0,1.0,220,0.9681818181818181
DRIAMS-A,Lactobacillus paracasei,Clindamycin,7,0.0,0.0,220,0.9681818181818181
DRIAMS-A,Lactobacillus rhamnosus,Amoxicillin,7,0.0,0.0,554,0.9873646209386282
DRIAMS-A,MIX!Acinetobacter baumannii,Ampicillin-Sulbactam,7,5.0,0.7142857142857143,55,0.8727272727272728
DRIAMS-A,MIX!Acinetobacter baumannii,Tigecycline,7,7.0,1.0,55,0.8727272727272728
DRIAMS-A,MIX!Acinetobacter junii,Ciprofloxacin,7,0.0,0.0,7,0.0
DRIAMS-A,MIX!Acinetobacter junii,Cotrimoxazole,7,1.0,0.14285714285714285,7,0.0
DRIAMS-A,MIX!Acinetobacter junii,Meropenem,7,0.0,0.0,7,0.0
DRIAMS-A,MIX!Burkholderia cepacia_Group,Ceftazidime,7,3.0,0.42857142857142855,13,0.46153846153846156
DRIAMS-A,MIX!Burkholderia cepacia_Group,Cotrimoxazole,7,0.0,0.0,13,0.46153846153846156
DRIAMS-A,MIX!Burkholderia cepacia_Group,Levofloxacin,7,0.0,0.0,13,0.46153846153846156
DRIAMS-A,MIX!Burkholderia cepacia_Group,Meropenem,7,3.0,0.42857142857142855,13,0.46153846153846156
DRIAMS-A,MIX!Enterococcus faecium,Gentamicin_high_level,7,3.0,0.42857142857142855,49,0.8571428571428572
DRIAMS-A,MIX!Enterococcus faecium,Nitrofurantoin,7,6.0,0.8571428571428571,49,0.8571428571428572
DRIAMS-A,MIX!Haemophilus influenzae,Cotrimoxazole,7,3.0,0.42857142857142855,135,0.9481481481481482
DRIAMS-A,MIX!Haemophilus parainfluenzae,Amoxicillin,7,4.0,0.5714285714285714,276,0.9746376811594203
DRIAMS-A,MIX!Haemophilus parainfluenzae,Ampicillin-Amoxicillin,7,6.0,0.8571428571428571,276,0.9746376811594203
DRIAMS-A,MIX!Klebsiella oxytoca,Amikacin,7,0.0,0.0,17,0.5882352941176471
DRIAMS-A,MIX!Klebsiella oxytoca,Amoxicillin-Clavulanic acid,7,0.0,0.0,17,0.5882352941176471
DRIAMS-A,MIX!Klebsiella oxytoca,Ampicillin-Amoxicillin,7,7.0,1.0,17,0.5882352941176471
DRIAMS-A,MIX!Klebsiella oxytoca,Cefepime,7,0.0,0.0,17,0.5882352941176471
DRIAMS-A,MIX!Klebsiella oxytoca,Ceftazidime,7,0.0,0.0,17,0.5882352941176471
DRIAMS-A,MIX!Klebsiella oxytoca,Ceftriaxone,7,0.0,0.0,17,0.5882352941176471
DRIAMS-A,MIX!Klebsiella oxytoca,Ciprofloxacin,7,0.0,0.0,17,0.5882352941176471
DRIAMS-A,MIX!Klebsiella oxytoca,Colistin,7,0.0,0.0,17,0.5882352941176471
DRIAMS-A,MIX!Klebsiella oxytoca,Cotrimoxazole,7,0.0,0.0,17,0.5882352941176471
DRIAMS-A,MIX!Klebsiella oxytoca,Ertapenem,7,0.0,0.0,17,0.5882352941176471
DRIAMS-A,MIX!Klebsiella oxytoca,Imipenem,7,0.0,0.0,17,0.5882352941176471
DRIAMS-A,MIX!Klebsiella oxytoca,Levofloxacin,7,0.0,0.0,17,0.5882352941176471
DRIAMS-A,MIX!Klebsiella oxytoca,Meropenem,7,0.0,0.0,17,0.5882352941176471
DRIAMS-A,MIX!Klebsiella oxytoca,Piperacillin-Tazobactam,7,0.0,0.0,17,0.5882352941176471
DRIAMS-A,MIX!Klebsiella oxytoca,Tobramycin,7,0.0,0.0,17,0.5882352941176471
DRIAMS-A,MIX!Stenotrophomonas maltophilia,Levofloxacin,7,1.0,0.14285714285714285,85,0.9176470588235294
DRIAMS-A,MIX!Streptococcus agalactiae,Clindamycin,7,1.0,0.14285714285714285,95,0.9263157894736842
DRIAMS-A,MIX!Streptococcus agalactiae,Levofloxacin,7,1.0,0.14285714285714285,95,0.9263157894736842
DRIAMS-A,MIX!Streptococcus agalactiae,Penicillin,7,0.0,0.0,95,0.9263157894736842
DRIAMS-A,Micrococcus luteus,Ciprofloxacin,7,6.0,0.8571428571428571,225,0.9688888888888889
DRIAMS-A,Micrococcus luteus,Cotrimoxazole,7,0.0,0.0,225,0.9688888888888889
DRIAMS-A,Micrococcus luteus,Daptomycin,7,0.0,0.0,225,0.9688888888888889
DRIAMS-A,Micrococcus luteus,Fusidic acid,7,2.0,0.2857142857142857,225,0.9688888888888889
DRIAMS-A,Micrococcus luteus,Gentamicin,7,0.0,0.0,225,0.9688888888888889
DRIAMS-A,Micrococcus luteus,Linezolid,7,0.0,0.0,225,0.9688888888888889
DRIAMS-A,Micrococcus luteus,Rifampicin,7,0.0,0.0,225,0.9688888888888889
DRIAMS-A,Micrococcus luteus,Tetracycline,7,5.0,0.7142857142857143,225,0.9688888888888889
DRIAMS-A,Micrococcus luteus,Tigecycline,7,0.0,0.0,225,0.9688888888888889
DRIAMS-A,Parvimonas micra,Rifampicin,7,0.0,0.0,396,0.9823232323232324
DRIAMS-A,Peptoniphilus harei,Ciprofloxacin,7,7.0,1.0,202,0.9653465346534653
DRIAMS-A,Prevotella denticola,Piperacillin-Tazobactam,7,0.0,0.0,71,0.9014084507042254
DRIAMS-A,Propionibacterium avidum,Ceftriaxone,7,0.0,0.0,250,0.972
DRIAMS-A,Propionibacterium avidum,Clindamycin,7,2.0,0.2857142857142857,250,0.972
DRIAMS-A,Propionibacterium avidum,Levofloxacin,7,1.0,0.14285714285714285,250,0.972
DRIAMS-A,Propionibacterium avidum,Penicillin,7,0.0,0.0,250,0.972
DRIAMS-A,Propionibacterium avidum,Rifampicin,7,0.0,0.0,250,0.972
DRIAMS-A,Pseudomonas aeruginosa,Ceftarolin,7,7.0,1.0,4852,0.9985572959604286
DRIAMS-A,Pseudomonas citronellolis,Amikacin,7,0.0,0.0,85,0.9176470588235294
DRIAMS-A,Pseudomonas citronellolis,Ceftazidime,7,0.0,0.0,85,0.9176470588235294
DRIAMS-A,Pseudomonas citronellolis,Imipenem,7,0.0,0.0,85,0.9176470588235294
DRIAMS-A,Pseudomonas citronellolis,Levofloxacin,7,0.0,0.0,85,0.9176470588235294
DRIAMS-A,Rothia dentocariosa,Ceftriaxone,7,0.0,0.0,106,0.9339622641509434
DRIAMS-A,Rothia dentocariosa,Ciprofloxacin,7,1.0,0.14285714285714285,106,0.9339622641509434
DRIAMS-A,Rothia dentocariosa,Penicillin,7,0.0,0.0,106,0.9339622641509434
DRIAMS-A,Rothia dentocariosa,Vancomycin,7,0.0,0.0,106,0.9339622641509434
DRIAMS-A,Staphylococcus epidermidis,Moxifloxacin,7,4.0,0.5714285714285714,9387,0.9992542878448919
DRIAMS-A,Staphylococcus saccharolyticus,Amoxicillin-Clavulanic acid,7,0.0,0.0,78,0.9102564102564102
DRIAMS-A,Staphylococcus sp[1],Teicoplanin,7,2.0,0.2857142857142857,29,0.7586206896551724
DRIAMS-A,Stenotrophomonas maltophilia,Minocycline,7,3.0,0.42857142857142855,660,0.9893939393939394
DRIAMS-A,Streptococcus agalactiae,Clarithromycin,7,2.0,0.2857142857142857,2714,0.9974207811348563
DRIAMS-A,Streptococcus anginosus,Clarithromycin,7,2.0,0.2857142857142857,1868,0.9962526766595289
DRIAMS-A,Streptococcus anginosus,Oxacillin,7,3.0,0.42857142857142855,1868,0.9962526766595289
DRIAMS-A,Streptococcus anginosus,Penicillin_with_meningitis,7,2.0,0.2857142857142857,1868,0.9962526766595289
DRIAMS-A,Streptococcus anginosus,Penicillin_with_other_infections,7,2.0,0.2857142857142857,1868,0.9962526766595289
DRIAMS-A,Streptococcus anginosus,Penicillin_with_pneumonia,7,0.0,0.0,1868,0.9962526766595289
DRIAMS-A,Streptococcus constellatus,Moxifloxacin,7,1.0,0.14285714285714285,810,0.991358024691358
DRIAMS-A,Streptococcus dysgalactiae,Clarithromycin,7,0.0,0.0,585,0.9880341880341881
DRIAMS-A,Streptococcus intermedius,Levofloxacin,7,0.0,0.0,377,0.9814323607427056
DRIAMS-A,Streptococcus peroris,Ceftriaxone,7,7.0,1.0,44,0.8409090909090909
DRIAMS-A,Streptococcus peroris,Clindamycin,7,0.0,0.0,44,0.8409090909090909
DRIAMS-A,Streptococcus peroris,Meropenem,7,0.0,0.0,44,0.8409090909090909
DRIAMS-A,Streptococcus peroris,Penicillin_with_endokarditis,7,7.0,1.0,44,0.8409090909090909
DRIAMS-A,Streptococcus peroris,Penicillin_without_endokarditis,7,7.0,1.0,44,0.8409090909090909
DRIAMS-A,Streptococcus pseudopneumoniae,Clarithromycin,7,3.0,0.42857142857142855,58,0.8793103448275862
DRIAMS-A,Streptococcus pseudopneumoniae,Oxacillin,7,2.0,0.2857142857142857,58,0.8793103448275862
DRIAMS-A,Streptococcus pseudopneumoniae,Penicillin_with_meningitis,7,1.0,0.14285714285714285,58,0.8793103448275862
DRIAMS-A,Streptococcus pseudopneumoniae,Penicillin_with_other_infections,7,1.0,0.14285714285714285,58,0.8793103448275862
DRIAMS-A,Streptococcus pseudopneumoniae,Penicillin_with_pneumonia,7,1.0,0.14285714285714285,58,0.8793103448275862
DRIAMS-A,Streptococcus salivarius,Gentamicin_high_level,7,0.0,0.0,288,0.9756944444444444
DRIAMS-A,Streptococcus sanguinis,Moxifloxacin,7,0.0,0.0,136,0.9485294117647058
DRIAMS-A,Trueperella bernardiae,Amoxicillin-Clavulanic acid,7,0.0,0.0,86,0.9186046511627907
DRIAMS-A,Veillonella parvula,Clindamycin,7,0.0,0.0,133,0.9473684210526316
DRIAMS-A,Achromobacter xylosoxidans,Amikacin,6,4.0,0.6666666666666666,174,0.9655172413793104
DRIAMS-A,Achromobacter xylosoxidans,Imipenem,6,0.0,0.0,174,0.9655172413793104
DRIAMS-A,Achromobacter xylosoxidans,Levofloxacin,6,4.0,0.6666666666666666,174,0.9655172413793104
DRIAMS-A,Achromobacter xylosoxidans,Tobramycin,6,6.0,1.0,174,0.9655172413793104
DRIAMS-A,Acinetobacter baumannii,Ampicillin-Sulbactam,6,5.0,0.8333333333333334,98,0.9387755102040817
DRIAMS-A,Acinetobacter baumannii,Minocycline,6,3.0,0.5,98,0.9387755102040817
DRIAMS-A,Acinetobacter junii,Amikacin,6,0.0,0.0,47,0.8723404255319149
DRIAMS-A,Acinetobacter junii,Ceftriaxone,6,0.0,0.0,47,0.8723404255319149
DRIAMS-A,Acinetobacter junii,Tobramycin,6,0.0,0.0,47,0.8723404255319149
DRIAMS-A,Aerococcus viridans,Penicillin,6,2.0,0.3333333333333333,46,0.8695652173913043
DRIAMS-A,Anaerococcus sp,Clindamycin,6,0.0,0.0,32,0.8125
DRIAMS-A,Anaerococcus sp,Penicillin,6,0.0,0.0,32,0.8125
DRIAMS-A,Anaerococcus vaginalis,Amoxicillin-Clavulanic acid,6,0.0,0.0,132,0.9545454545454546
DRIAMS-A,Bacteroides fragilis,Imipenem,6,2.0,0.3333333333333333,427,0.9859484777517564
DRIAMS-A,Bifidobacterium longum,Amikacin,6,6.0,1.0,77,0.922077922077922
DRIAMS-A,Bifidobacterium longum,Meropenem,6,0.0,0.0,77,0.922077922077922
DRIAMS-A,Bifidobacterium longum,Piperacillin-Tazobactam,6,0.0,0.0,77,0.922077922077922
DRIAMS-A,Brevibacterium ravenspurgense,Ceftriaxone,6,0.0,0.0,15,0.6
DRIAMS-A,Brevibacterium ravenspurgense,Penicillin,6,0.0,0.0,15,0.6
